adate,Prov,Network,BTS,District,Total_Cell,Cell_down,Downtime_hour,Count_downtime,AVG_downhour,Issue,Type,Long,Latt
20230321,LPB,2G,LPB0162_SOBCHIA,Phonxai,0,3,115.25,30,3.841666667,POWER,Cell Downtime,102.61577,19.96418
20230321,BOK,3G,BOK0017_MOKKAJOCK,Houayxay,0,6,324.4,24,13.51666667,EQUIPMENT,Cell Downtime,100.46294,20.25723
20230321,BOK,2G,BOK0020_NAMDEUA,Houayxay,0,3,10.6,12,0.883333333,POWER,Cell Downtime,100.54935,20.35453
20230321,VTP,4G,VTP0305_KASI_RW,Kasi,0,3,11.4,12,0.95,POWER,Cell Downtime,102.247,19.2363
20230321,VTP,3G,VTP0251_PHONSIDA,Kasi,0,4,14.8,16,0.925,POWER,Cell Downtime,102.2872,19.2594
20230321,VTP,2G,VTP0254_PHOUNOM,Kasi,0,4,82.6,108,0.764814815,POWER,Cell Downtime,102.3281,19.2891
20230321,XKH,2G,XKH0105_DONECHAI,Phoukout,0,3,5,12,0.416666667,POWER,Cell Downtime,103.25006,19.85338
20230321,VTE,3G,VTE0427_KM23_JUDSUN,Xaithani,0,6,83.9,66,1.271212121,EQUIPMENT,Cell Downtime,102.76703,18.05039
20230321,KHM,2G,KHM0140_NONGBUANOI,Hinboun,0,3,4.15,3,1.383333333,POWER,Cell Downtime,104.66634,17.6567
20230321,SVN,3G,SVN0166_DONGDOKMAI,Champhon,0,6,54.8,36,1.522222222,POWER,Cell Downtime,105.131325,16.525749
20230321,VTP,2G,VTP0108_NADUANG,Vangvieng,0,2,3.933333333,4,0.983333333,POWER,Cell Downtime,102.4834,18.9428
20230321,KHM,4G,KHM0079_MUANGSOUM,Thakhek,0,9,135.75,99,1.371212121,POWER,Cell Downtime,104.81289,17.33174
20230321,SVN,4G,SVN0329_DONGTHADA,Atsaphon,0,3,106.65,39,2.734615385,POWER,Cell Downtime,105.344119,16.809748
20230321,LPB,3G,LPB0014_POLICE_SC1,Louangphrabang,0,4,128.5333333,28,4.59047619,POWER,Cell Downtime,102.260303,19.969101
20230321,KHM,3G,KHM0134_POUNGNUEA,Hinboun,0,8,42.93333333,16,2.683333333,POWER,Cell Downtime,104.375172,17.799884
20230321,VTE,4G,VTE0421_HADKIENG,Xaithani,0,17,19.55,68,0.2875,POWER,Cell Downtime,102.658785,18.181111
20230321,SVN,3G,SVN0327_BEANGKHAMLAI,Songkhon,0,6,186,24,7.75,POWER,Cell Downtime,105.234954,16.275415
20230321,SVN,4G,SVN0260_NONSOMBOUN,Vilabouri,0,3,22.7,18,1.261111111,POWER,Cell Downtime,105.808777,16.981131
20230321,LNT,3G,LNT0013_PAHSUK,Louang-Namtha,0,6,10.4,24,0.433333333,POWER,Cell Downtime,101.411822,20.948643
20230321,XYL,2G,XYL0161_M_THONGMIXAY,Thongmixai,0,3,11,6,1.833333333,POWER,Cell Downtime,101.176,18.3999
20230321,CHP,4G,CHP0486_VERNXAINOI,Phonthong,0,3,24,6,4,OPTIC,Cell Downtime,105.644657,15.25368
20230321,VTE,3G,VTE0114_NONKHILEK,Sikhottabong,0,8,97.06666667,32,3.033333333,POWER,Cell Downtime,102.517432,17.985853
20230321,XYL,4G,XYL0176_MUENGHAM,Boten,0,4,37.4,68,0.55,POWER,Cell Downtime,101.15284,17.76745
20230321,KHM,4G,KHM0057_PHONSAI,Thakhek,0,3,203.5,45,4.522222222,POWER,Cell Downtime,104.897,17.2406
20230321,UDX,4G,UDX0083_NONGBUADENG,Houn,0,18,264,72,3.666666667,POWER,Cell Downtime,101.474097,20.149727
20230321,XSB,4G,XSB0011_BANAO,Anouvong,0,2,68.06666667,22,3.093939394,POWER,Cell Downtime,103.151855,18.814462
20230321,SVN,3G,SVN0307_NABOR,Xepon,0,6,88.4,12,7.366666667,OPTIC,Cell Downtime,106.16029,16.71614
20230321,UDX,4G,UDX0080_NAMOUNE,Houn,0,4,14.2,56,0.253571429,POWER,Cell Downtime,101.438989,20.124094
20230321,SVN,4G,SVN0099_CHANTHALANGSI,Outhoumphon,0,5,2.583333333,5,0.516666667,POWER,Cell Downtime,104.987895,16.679618
20230321,KHM,4G,KHM0164_PHUMAKNENG,Hinboun,0,2,96.33333333,16,6.020833333,POWER,Cell Downtime,104.487,18.1154
20230321,KHM,4G,KHM0077_NONGMIENG,Thakhek,0,3,175,33,5.303030303,POWER,Cell Downtime,104.8377448,17.3423186
20230321,SVN,4G,SVN0210_NAPORT,Atsaphon,0,2,28.8,16,1.8,POWER,Cell Downtime,105.397232,16.917557
20230321,SVN,3G,SVN0269_HARDXAYSOUNG,Xaibouri,0,6,31.5,18,1.75,POWER,Cell Downtime,104.843377,17.079192
20230321,SVN,4G,SVN0218_NAKONG,Nong,0,3,32,12,2.666666667,OPTIC,Cell Downtime,106.477057,16.521803
20230321,CHP,4G,CHP0169_SAMORLIAB,Phonthong,0,2,32,8,4,OPTIC,Cell Downtime,105.729349,15.138012
20230321,XSB,3G,XSB0040_POWERHOUSE,Longcheng,0,6,77,12,6.416666667,POWER,Cell Downtime,102.840572,18.993023
20230321,BLK,3G,BLK0192_THABOK,Thaphabat,0,11,53.35,33,1.616666667,POWER,Cell Downtime,103.19292,18.31485
20230321,BOK,3G,BOK0070_KHAIYTHAHAN,Tonpheung,0,8,169.2,24,7.05,POWER,Cell Downtime,100.120907,20.334136
20230321,VTP,4G,VTP0110_NAKHUANG,Vangvieng,0,5,111,20,5.55,OPTIC,Cell Downtime,102.5167,19.1847
20230321,VTE,3G,VTE0475_NONGNO,Xaithani,0,10,44.33333333,20,2.216666667,POWER,Cell Downtime,102.60906,18.19723
20230321,XKH,4G,XKH0018_NAKHUAN,Pek,0,2,4.633333333,2,2.316666667,POWER,Cell Downtime,103.214,19.544575
20230321,BLK,2G,BLK0185_NONGMARKCHAP,Thaphabat,0,3,5.8,6,0.966666667,POWER,Cell Downtime,103.2518,18.41512
20230321,LPB,4G,LPB0240_KONGPHANH414,Nan,0,3,220,24,9.166666667,OPTIC,Cell Downtime,102.136522,19.438762
20230321,XYL,4G,XYL0128_HOUAYLAO,Khop,0,4,16.26666667,16,1.016666667,POWER,Cell Downtime,100.52465,19.772
20230321,XSB,3G,XSB0007_THONGKHOUN,Anouvong,0,8,11.86666667,8,1.483333333,POWER,Cell Downtime,103.002625,18.868348
20230321,BLK,4G,BLK0151_NAM_ON,Xaichamphone,0,3,13.65,24,0.56875,POWER,Cell Downtime,104.993,18.5807
20230321,LPB,3G,LPB0152_M_PAKSENG,Pakxeng,0,10,8.333333333,20,0.416666667,POWER,Cell Downtime,102.672004,20.165675
20230321,ATP,3G,ATP0068_CHANTOR,Sanamxai,0,6,49.1,48,1.022916667,POWER,Cell Downtime,106.311904,14.696441
20230321,CHP,4G,CHP0240_BOUNGKEO,Soukhouma,0,4,19.73333333,24,0.822222222,POWER,Cell Downtime,105.84534,14.62928
20230321,LNT,4G,LNT0091_PHOKHAM,Long,0,9,370.2,108,3.427777778,POWER,Cell Downtime,100.99747,21.03492
20230321,XYL,2G,XYL0026_NAKANG,Xaiyabouly,0,2,24.7,10,2.47,POWER,Cell Downtime,101.44552,19.41462
20230321,SVN,3G,SVN0247_NAHINDARN,Thapangthong,0,6,4.2,18,0.233333333,POWER,Cell Downtime,105.810913,15.984441
20230321,SVN,4G,SVN0379_BUAKHAY,Atsaphangthong,0,3,2,6,0.333333333,POWER,Cell Downtime,104.753764,16.924722
20230321,SVN,3G,SVN0162_BANPHAI,Champhon,0,6,89,30,2.966666667,OPTIC,Cell Downtime,105.091554,16.46631
20230321,BLK,3G,BLK0113_PAKKADING,Pakkading,0,6,40.5,60,0.675,POWER,Cell Downtime,103.99707,18.33225
20230321,VTE,4G,VTE0424_HOUYTEUY,Xaithani,0,12,10.2,12,0.85,POWER,Cell Downtime,102.6308,18.08707
20230321,SVN,4G,SVN0249_NONCHAN,Thapangthong,0,3,2.4,12,0.2,POWER,Cell Downtime,105.7448,15.99578
20230321,CHP,3G,CHP0059_DONEKHOR,Pakxe,0,6,19.6,24,0.816666667,POWER,Cell Downtime,105.74663,15.15613
20230321,VTP,4G,VTP0247_NONGSAN,Kasi,0,2,110.6666667,18,6.148148148,POWER,Cell Downtime,102.0066,19.1392
20230321,CHP,4G,CHP0053_CHAMPASAK3_UV,Pakxe,0,16,9.333333333,16,0.583333333,POWER,Cell Downtime,105.86933,15.09823
20230321,LPB,3G,LPB0035_XIENGLOME,Xiang-Ngeun,0,4,117.0666667,16,7.316666667,POWER,Cell Downtime,102.23612,19.874202
20230321,LNT,4G,LNT0022_THONGOM,Louang-Namtha,0,11,319.8,76,4.207894737,POWER,Cell Downtime,101.40788,20.98375
20230321,KHM,4G,KHM0246_NATAN,Nakay,0,3,64.05,9,7.116666667,OPTIC,Cell Downtime,104.826,17.9531
20230321,CHP,3G,CHP0164_BANJIK,Pakxe,0,4,64,16,4,OPTIC,Cell Downtime,105.66369,15.14119
20230321,KHM,2G,KHM0130_NABONE,Hinboun,0,2,12.83333333,6,2.138888889,POWER,Cell Downtime,104.5,17.6427
20230321,KHM,2G,KHM0141_NAPHOTHAKHEAN,Hinboun,0,2,3.5,4,0.875,POWER,Cell Downtime,104.695,17.6859
20230321,SVN,3G,SVN0162_BANPHAI,Champhon,0,6,184,24,7.666666667,POWER,Cell Downtime,105.091554,16.46631
20230321,BOK,4G,BOK0122_MONLAEM,Meung,0,7,352.3333333,119,2.960784314,POWER,Cell Downtime,100.49579,20.78963
20230321,HUP,2G,HUP0065_BANVATH,Meuangzone,0,3,5.5,6,0.916666667,POWER,Cell Downtime,103.3627,20.43639
20230321,XKH,2G,XKH0097_PHAKHAE,Nonghet,0,3,104,51,2.039215686,POWER,Cell Downtime,103.822675,19.605527
20230321,ATP,4G,ATP0040_MAIHINLAD,Sanamxai,0,3,22.2,12,1.85,POWER,Cell Downtime,106.497624,14.70412
20230321,KHM,4G,KHM0063_THAMPHA,Thakhek,0,8,19.33333333,8,2.416666667,POWER,Cell Downtime,104.860458,17.478901
20230321,SVN,3G,SVN0319_NONGBUALUANG,Xonbouri,0,1,31,4,7.75,POWER,Cell Downtime,105.388011,16.272068
20230321,CHP,3G,CHP0154_PHIENGDEE,Khong,0,4,161.8666667,16,10.11666667,OPTIC,Cell Downtime,105.913421,14.015385
20230321,VTP,4G,VTP0169_NAOUDOMXAY,xanakham,0,9,142.2,198,0.718181818,POWER,Cell Downtime,101.7072,18.0502
20230321,ATP,4G,ATP0004_SAMAKIXAI,Samakkhixai,0,5,58,60,0.966666667,POWER,Cell Downtime,106.847641,14.807268
20230321,VTP,4G,VTP0125_PHONSOUNG_RURALSTAR_HIGHTWAY,Hinheup,0,1,3.05,3,1.016666667,POWER,Cell Downtime,102.3981,18.7511
20230321,KHM,4G,KHM0214_NAPHAO,Boualapha,0,5,7.333333333,10,0.733333333,OPTIC,Cell Downtime,105.762,17.6666
20230321,LNT,4G,LNT0053_LAOELE,Louang-Namtha,0,7,12.13333333,28,0.433333333,POWER,Cell Downtime,101.399461,20.953483
20230321,LNT,4G,LNT0039_DK14,Louang-Namtha,0,14,499.3333333,56,8.916666667,POWER,Cell Downtime,101.669509,21.155889
20230321,CHP,3G,CHP0455_BANMOR,Phonthong,0,6,48,12,4,OPTIC,Cell Downtime,105.675604,14.692262
20230321,SVN,4G,SVN0382_KHEUAKHAOKARD,Songkhon,0,3,1.4,3,0.466666667,POWER,Cell Downtime,NULL,NULL
20230321,CHP,2G,CHP0184_KM12,Phonthong,0,3,36.8,12,3.066666667,POWER,Cell Downtime,105.673677,15.091561
20230321,UDX,4G,UDX0002_BANKM7,Xai,0,7,22.4,28,0.8,POWER,Cell Downtime,101.9523,20.73146
20230321,BLK,3G,BLK0104_LAOKHA,Pakkading,0,6,5.1,18,0.283333333,POWER,Cell Downtime,104.044726,18.301088
20230321,SVN,2G,SVN0219_PAXIA,Nong,0,2,24.06666667,14,1.719047619,POWER,Cell Downtime,106.419081,16.443092
20230321,BLK,3G,BLK0033_PHOSY,Pakxan,0,6,12,30,0.4,EQUIPMENT,Cell Downtime,103.658071,18.39097
20230321,VTE,2G,VTE0487_JUMBO,Xaithani,0,3,1.4,3,0.466666667,POWER,Cell Downtime,102.651986,18.104378
20230321,UDX,3G,UDX0028_KM8,Xai,0,8,61.6,80,0.77,POWER,Cell Downtime,101.98488,20.63245
20230321,VTP,2G,VTP0244_NAMSANA_DAM,Kasi,0,2,12.4,8,1.55,POWER,Cell Downtime,102.3092,19.2037
20230321,XKH,4G,XKH0062_NAMHOME_HOTSPRING,Kham,0,2,52.8,6,8.8,OPTIC,Cell Downtime,103.68681,19.557745
20230321,BLK,3G,BLK0017_NACHIK,Pakxan,0,6,173.9,42,4.14047619,POWER,Cell Downtime,103.682634,18.404634
20230321,LPB,3G,LPB0239_PHOUYANG,Phoukhoun,0,4,13.06666667,16,0.816666667,POWER,Cell Downtime,102.5082,19.48097
20230321,BLK,4G,BLK0141_NAPHERN,Viengthong,0,4,79.46666667,16,4.966666667,OPTIC,Cell Downtime,104.224651,18.903801
20230321,VTE,3G,VTE0419_DONGDOK_DORMITORY,Xaithani,0,6,2.6,12,0.216666667,POWER,Cell Downtime,102.63153,18.03834
20230321,SVN,3G,SVN0376_WATTHANASOMBOUN,Atsaphangthong,0,6,25.2,24,1.05,POWER,Cell Downtime,105.424753,16.689875
20230321,CHP,4G,CHP0035_SUANSAWAN,Pakxe,0,3,12,12,1,POWER,Cell Downtime,105.83129,15.11166
20230321,CHP,4G,CHP0134_KENGKOUM,Khong,0,3,0.85,3,0.283333333,POWER,Cell Downtime,105.87671,14.02267
20230321,SVN,4G,SVN0152_KOKWAR,Songkhon,0,3,87,12,7.25,POWER,Cell Downtime,105.25359,16.224604
20230321,CHP,3G,CHP0211_PHONKEO,Xanasomboun,0,2,88.4,8,11.05,OPTIC,Cell Downtime,105.721443,15.192574
20230321,VTE,4G,VTE0171_GUNSTADIUM,Xaisettha,0,6,24.2,24,1.008333333,POWER,Cell Downtime,102.689463,17.969074
20230321,SVN,2G,SVN0218_NAKONG,Nong,0,2,21.33333333,8,2.666666667,OPTIC,Cell Downtime,106.477057,16.521803
20230321,XSB,2G,XSB0049_XAMKORTHONG,Thathom,0,2,7.6,6,1.266666667,POWER,Cell Downtime,103.523651,19.033545
20230321,CHP,3G,CHP0424_SALI,Xanasomboun,0,6,165,18,9.166666667,OPTIC,Cell Downtime,105.86309,15.37865
20230321,SVN,2G,SVN0291_HUEANHIN,Xaiphouthong,0,3,101,24,4.208333333,POWER,Cell Downtime,105.043202,16.212919
20230321,KHM,2G,KHM0227_PHONESAK,Gnommalat,0,2,9.2,8,1.15,POWER,Cell Downtime,105.19775,17.56069
20230321,KHM,2G,KHM0186_BANMAI,Thakhek,0,3,49.6,45,1.102222222,POWER,Cell Downtime,104.963,17.4564
20230321,CHP,3G,CHP0079_KM3,Pakxe,0,6,25.2,24,1.05,POWER,Cell Downtime,105.8259,15.11444
20230321,KHM,3G,KHM0150_BORNENG,Hinboun,0,8,58.13333333,32,1.816666667,POWER,Cell Downtime,104.57265,17.96294
20230321,XYL,4G,XYL0165_M_NGEUN,Ngeun,0,8,63.73333333,16,3.983333333,POWER,Cell Downtime,101.11242,19.62992
20230321,SLV,4G,SLV0034_XESET,Laongam,0,8,6.4,32,0.2,BTS,Cell Downtime,106.268,15.5345
20230321,VTE,3G,VTE0540_THADINDENG,Xaithani,0,6,12,12,1,POWER,Cell Downtime,102.777606,18.171238
20230321,VTE,3G,VTE0675_BANDON,Pak-Ngum,0,10,45.33333333,40,1.133333333,POWER,Cell Downtime,103.0754,18.04368
20230321,SVN,2G,SVN0192_TANKONH,Champhon,0,3,93,12,7.75,POWER,Cell Downtime,105.286491,16.416945
20230321,CHP,2G,CHP0103_KM43,Pakxong,0,2,99.66666667,20,4.983333333,POWER,Cell Downtime,106.158521,15.194199
20230321,SVN,3G,SVN0264_THARDNANGLAO,Vilabouri,0,4,30.26666667,24,1.261111111,POWER,Cell Downtime,105.748833,17.083925
20230321,LPB,4G,LPB0218_THALEE,Nan,0,2,86.66666667,10,8.666666667,OPTIC,Cell Downtime,101.91807,19.5438
20230321,XKG,2G,XKG0023_KM5,Laman,0,2,9.6,8,1.2,POWER,Cell Downtime,106.71925,15.37388
20230321,KHM,3G,KHM0183_SCG_FT,Mahaxai,0,6,224.8,24,9.366666667,OPTIC,Cell Downtime,105.214191,17.407958
20230321,PSL,4G,PSL0062_NAMLI,Samphan,0,6,84.3,60,1.405,POWER,Cell Downtime,102.123,21.2405
20230321,SVN,4G,SVN0383_NAKHAMLAONG,Xaiphouthong,0,5,9.066666667,14,0.647619048,POWER,Cell Downtime,105.051608,16.348961
20230321,BLK,4G,BLK0083_PHONMOUANGNOI,Khamkeut,0,8,12.26666667,32,0.383333333,POWER,Cell Downtime,104.9642,18.2033
20230321,VTE,3G,VTE0083_LAKHINE,Sikhottabong,0,6,9.2,24,0.383333333,POWER,Cell Downtime,102.56422,18.01259
20230321,KHM,2G,KHM0144_NAKHEU,Hinboun,0,2,1.2,8,0.15,POWER,Cell Downtime,104.78466,17.65479
20230321,SVN,2G,SVN0246_BOUDTAPHANH,Thapangthong,0,3,2.1,9,0.233333333,POWER,Cell Downtime,105.848656,15.968961
20230321,XYL,3G,XYL0145_PHONSACK,Phiang,0,4,10.4,8,1.3,POWER,Cell Downtime,101.47824,18.6139
20230321,KHM,4G,KHM0072_NAKAIKHIAKHAM,Thakhek,0,10,16.33333333,10,1.633333333,POWER,Cell Downtime,104.754,17.5214
20230321,SVN,3G,SVN0172_DONGTALEING,Champhon,0,4,19.6,8,2.45,OPTIC,Cell Downtime,105.165398,16.46712
20230321,LNT,4G,LNT0088_HUAYLOUANG,Long,0,5,207.1666667,65,3.187179487,POWER,Cell Downtime,100.88426,20.98538
20230321,VTP,4G,VTP0255_POUNGLUCK,Kasi,0,3,322.1,63,5.112698413,POWER,Cell Downtime,102.0611,19.0711
20230321,CHP,3G,CHP0172_BANKOUAY,Phonthong,0,6,87.1,54,1.612962963,POWER,Cell Downtime,105.770488,15.074476
20230321,BLK,3G,BLK0040_SIVILAI_NEUA,Pakxan,0,6,17.9,30,0.596666667,POWER,Cell Downtime,103.666705,18.401153
20230321,BLK,3G,BLK0185_NONGMARKCHAP,Thaphabat,0,10,20.33333333,20,1.016666667,POWER,Cell Downtime,103.2518,18.41512
20230321,SVN,4G,SVN0129_HUAYMUANG,Songkhon,0,3,46.2,12,3.85,POWER,Cell Downtime,105.113201,16.273667
20230321,CHP,2G,CHP0275_BANMAIMOON,Mounlapamok,0,3,4.8,12,0.4,POWER,Cell Downtime,105.83226,14.41342
20230321,KHM,3G,KHM0124_HAI,Gnommalat,0,4,4.666666667,4,1.166666667,POWER,Cell Downtime,105.417,17.5002
20230321,VTP,4G,VTP0296_KONGPHANHNOY,xanakham,0,2,51.6,8,6.45,OPTIC,Cell Downtime,101.822408,18.066699
20230321,XYL,4G,XYL0106_NAKHAR,Boten,0,2,18.7,34,0.55,POWER,Cell Downtime,101.0887,17.5122
20230321,ATP,3G,ATP0056_KM100_18B,Sanamxai,0,6,60.8,18,3.377777778,POWER,Cell Downtime,107.482,14.7399
20230321,HUP,3G,HUP0015_MOUANGSANG,Xam-Nua,0,11,5.5,11,0.5,POWER,Cell Downtime,103.85712,20.35311
20230321,VTE,4G,VTE0223_SAMKHE2,Xaisettha,0,10,142.6666667,80,1.783333333,POWER,Cell Downtime,102.66542,18.00171
20230321,KHM,4G,KHM0110_BANKANG,Xebangfai,0,3,45.4,24,1.891666667,POWER,Cell Downtime,104.994,17.23394
20230321,KHM,3G,KHM0243_BANYANG,Nakay,0,6,283.2,48,5.9,POWER,Cell Downtime,104.95613,17.76159
20230321,VTE,3G,VTE0430_KEVIN_SC,Xaithani,0,8,19.33333333,40,0.483333333,POWER,Cell Downtime,102.636,18.0335
20230321,CHP,2G,CHP0163_HUAPAKHOR,Champasak,0,3,6.8,12,0.566666667,POWER,Cell Downtime,105.86565,15.01931
20230321,CHP,4G,CHP0250_SAMKAR,Soukhouma,0,3,71.5,30,2.383333333,POWER,Cell Downtime,105.598837,14.695344
20230321,BLK,2G,BLK0127_THONGNAMEE,Pakkading,0,3,484,36,13.44444444,OPTIC,Cell Downtime,104.23902,18.16844
20230321,XYL,2G,XYL0062_BUAMLAO,Paklai,0,3,25.2,18,1.4,POWER,Cell Downtime,101.26696,18.13428
20230321,LNT,3G,LNT0027_VIENGTHONG_RW,Louang-Namtha,0,6,214,24,8.916666667,POWER,Cell Downtime,101.40644,21.01192
20230321,XKG,3G,XKG0048_NAMEMOUN,Dakchung,0,6,252.6,48,5.2625,POWER,Cell Downtime,107.010356,15.513123
20230321,BLK,2G,BLK0131_CHOMTHONG,Viengthong,0,4,209.8666667,16,13.11666667,POWER,Cell Downtime,104.262,18.7055
20230321,LNT,3G,LNT0068_NAKHAM,Sing,0,6,257.6,30,8.586666667,POWER,Cell Downtime,101.179361,21.179427
20230321,XKH,4G,XKH0070_AOMMIMING,Khoun,0,3,31.95,39,0.819230769,POWER,Cell Downtime,103.54329,19.323083
20230321,SVN,4G,SVN0131_KEANGHINKEO,SONGKHON,0,3,100.2,24,4.175,POWER,Cell Downtime,105.184128,16.157141
20230321,KHM,2G,KHM0142_THAMEENOK,Hinboun,0,3,4.65,3,1.55,POWER,Cell Downtime,104.726,17.6696
20230321,BLK,3G,BLK0056_CHENGSAVANG,Khamkeut,0,6,69.6,24,2.9,OPTIC,Cell Downtime,104.98769,18.18152
20230321,VTE,2G,VTE0260_DONGSAVAT,Sisattanak,0,3,58.6,12,4.883333333,POWER,Cell Downtime,102.636,17.92
20230321,ATP,2G,ATP0024_HOUAYHOR,Xaisettha,0,2,2.266666667,8,0.283333333,OPTIC,Cell Downtime,106.827718,15.081029
20230321,CHP,3G,CHP0457_KENGSAN,Pakxe,0,6,1.4,6,0.233333333,OPTIC,Cell Downtime,105.779125,15.17499
20230321,UDX,2G,UDX0160_PUNGLIAN,Xai,0,1,4.4,2,2.2,POWER,Cell Downtime,102.115318,20.516253
20230321,XSB,4G,XSB0039_NUMNGUEM3,Longcheng,0,2,55.8,10,5.58,POWER,Cell Downtime,103.086497,18.90148609
20230321,XKG,2G,XKG0009_TOKONGKOE,Laman,0,3,13.35,9,1.483333333,POWER,Cell Downtime,106.9188498,15.4732281
20230321,CHP,4G,CHP0265_M_CHAMPHASACK,Champasak,0,7,3.85,21,0.183333333,POWER,Cell Downtime,105.88049,14.8999
20230321,ATP,4G,ATP0019_LARYAO,Samakkhixai,0,3,0.5,6,0.083333333,POWER,Cell Downtime,106.76121,14.846224
20230321,KHM,2G,KHM0078_THATMEUANGKAO,Thakhek,0,3,27.5,21,1.30952381,POWER,Cell Downtime,104.80802,17.34564
20230321,SVN,3G,SVN0231_HUAYHOIY,Phin,0,4,81.33333333,16,5.083333333,POWER,Cell Downtime,106.1474293,16.4173412
20230321,BOK,3G,BOK0025_NAMSAEN,Houayxay,0,4,157,48,3.270833333,POWER,Cell Downtime,100.42286,20.40573
20230321,BLK,4G,BLK0116_PAKKADINGMAI,Pakkading,0,14,28,28,1,POWER,Cell Downtime,104.10046,18.301109
20230321,CHP,4G,CHP0271_SEANTOR,Champasak,0,4,48,16,3,OPTIC,Cell Downtime,105.911211,14.737155
20230321,XYL,2G,XYL0152_HOUAYTONG,Xianghon,0,3,11.4,6,1.9,POWER,Cell Downtime,100.70097,19.55003
20230321,SLV,2G,SLV0014_PHONEPHAI,Saravan,0,3,12.75,9,1.416666667,POWER,Cell Downtime,106.365341,15.711349
20230321,VTE,2G,VTE0421_HADKIENG,Xaithani,0,3,3.45,12,0.2875,POWER,Cell Downtime,102.658785,18.181111
20230321,VTP,4G,VTP0239_HUAYSANE,Kasi,0,5,325.6666667,20,16.28333333,OPTIC,Cell Downtime,102.1694,19.3015
20230321,XKH,3G,XKH0045_SINASU,Pek,0,12,210,24,8.75,POWER,Cell Downtime,103.086114,19.39195
20230321,BOK,4G,BOK0016_MIXAISAVANG,Houayxay,0,8,31.2,24,1.3,POWER,Cell Downtime,100.4142,20.2673
20230321,XSB,3G,XSB0031_PHUKATHA,Hom,0,2,67.46666667,16,4.216666667,POWER,Cell Downtime,103.312753,18.569929
20230321,XYL,3G,XYL0029_NATAR,Paklai,0,2,51.56666667,10,5.156666667,POWER,Cell Downtime,101.48022,18.49951
20230321,KHM,2G,KHM0066_NAYOR,Mahaxai,0,3,1.75,3,0.583333333,POWER,Cell Downtime,104.917,17.4806
20230321,VTE,3G,VTE0541_THADORKKHAM,Xaithani,0,6,42.6,42,1.014285714,POWER,Cell Downtime,102.73423,18.15995
20230321,LNT,2G,LNT0066_HUAYLONG,Sing,0,3,144.95,78,1.858333333,POWER,Cell Downtime,101.1644,21.27484
20230321,KHM,4G,KHM0116_BANTEUNG,Xebangfai,0,9,7.5,9,0.833333333,POWER,Cell Downtime,105.227871,17.572898
20230321,HUP,4G,HUP0095_BORLEXTHAMLAR,Hiem,0,3,13.2,12,1.1,OPTIC,Cell Downtime,103.46218,19.90724
20230321,KHM,3G,KHM0021_MARKET_KM3,Thakhek,0,6,3.4,6,0.566666667,POWER,Cell Downtime,104.828504,17.389091
20230321,SLV,2G,SLV0018_BENGOUDOM,Saravan,0,3,40.4,12,3.366666667,POWER,Cell Downtime,106.29444,15.57847
20230321,CHP,4G,CHP0468_NONGSANO,Champasak,0,3,20.95,15,1.396666667,POWER,Cell Downtime,105.791708,14.825856
20230321,BLK,2G,BLK0073_NAMPHAO,khamkeut,0,2,3.066666667,8,0.383333333,POWER,Cell Downtime,105.156135,18.380492
20230321,VTE,4G,VTE0179_HUAKHUA_THATLUANG2,Xaisettha,0,44,397.0666667,352,1.128030303,POWER,Cell Downtime,102.65294,17.97412
20230321,SVN,4G,SVN0113_PHINNUEA,Outhoumphon,0,13,5.416666667,13,0.416666667,POWER,Cell Downtime,105.01264,16.644664
20230321,LPB,4G,LPB0125_PAKBAK,Ngoy,0,3,51.95,48,1.082291667,POWER,Cell Downtime,102.585,20.5848
20230321,CHP,4G,CHP0195_PHOUSAMLI,Phonthong,0,6,290.1,54,5.372222222,POWER,Cell Downtime,105.63915,15.1236
20230321,SVN,3G,SVN0184_NAKATHANG,Champhon,0,6,186,24,7.75,POWER,Cell Downtime,105.252811,16.432668
20230321,LPB,4G,LPB0218_THALEE,Nan,0,2,0.133333333,8,0.016666667,CHANGE,Cell Downtime,101.91807,19.5438
20230321,VTP,3G,VTP0324_KASI_MK,Kasi,0,6,22.2,24,0.925,POWER,Cell Downtime,102.246801,19.213299
20230321,ATP,3G,ATP0089_TARKDAED,Phouvong,0,6,53.2,48,1.108333333,POWER,Cell Downtime,106.95547,14.748171
20230321,SVN,3G,SVN0388_PHALAENG,Champhon,0,12,84.6,18,4.7,POWER,Cell Downtime,105.362963,16.666734
20230321,CHP,4G,CHP0203_WATLOUANG_PHONTHONG,Phonthong,0,3,48,12,4,OPTIC,Cell Downtime,105.78351,15.10268
20230321,LPB,4G,LPB0149_PAKKENG,Pakxeng,0,6,98.63333333,50,1.972666667,POWER,Cell Downtime,102.39617,20.0792
20230321,SVN,4G,SVN0172_DONGTALEING,Champhon,0,6,184,24,7.666666667,POWER,Cell Downtime,105.165398,16.46712
20230321,XKH,4G,XKH0024_PHONETHONG,Pek,0,8,22.66666667,48,0.472222222,POWER,Cell Downtime,103.17124,19.425466
20230321,BLK,2G,BLK0053_BOUNGPATAO,Khamkeut,0,2,3.066666667,8,0.383333333,POWER,Cell Downtime,104.846347,18.208037
20230321,VTP,4G,VTP0183_JADSANH,Fuang,0,6,14.6,12,1.216666667,POWER,Cell Downtime,102.105784,18.714669
