adate,Prov,Network,BTS,District,Total_Cell,Cell_down,Downtime_hour,Count_downtime,AVG_downhour,Issue,Type,Long,Latt
20230321,VTE,3G,VTE0073_DONGNASOKTAI,Sikhottabong,6,0,0,0,0,,Cell,102.588922,17.986389
20230321,XSB,4G,XSB0015_PHASANGOM,Anouvong,9,0,0,0,0,,Cell,103.104095,18.902288
20230321,PSL,4G,PSL0002_MONGCHAO,Phongsali,4,0,0,0,0,,Cell,102.089101,21.662623
20230321,KHM,4G,KHM0116_BANTEUNG,BOUALAPHA,9,0,0,0,0,,Cell,105.227871,17.572898
20230321,SVN,2G,SVN0172_DONGTALEING,KAISONE,3,0,0,0,0,,Cell,105.165398,16.46712
20230321,VTE,3G,VTE0149_DONGKALAO,Sikhottabong,6,0,0,0,0,,Cell,102.57404,18.027136
20230321,BLK,2G,BLK0070_NAMEUANG,KHAMKERT,2,0,0,0,0,,Cell,105.169256,18.235988
20230321,BLK,3G,BLK0067_NAHEUNG,KHAMKERT,2,0,0,0,0,,Cell,105.037,18.3291
20230321,LNT,4G,LNT0034_BORTEN,Louang-Namtha,9,0,0,0,0,,Cell,101.6746,21.18495
20230321,BOK,4G,BOK0030_OUDOM,Houayxay,8,0,0,0,0,,Cell,100.444,20.2556
20230321,VTE,4G,VTE0404_DONGDOK_MK_FMM,XAITHANY,36,0,0,0,0,,Cell,102.63764,18.04533
20230321,BOK,3G,BOK0071_GRAND_ WISDOM_HOTEL_ZONE,Tonpheung,6,0,0,0,0,,Cell,100.096709,20.333754
20230321,BOK,4G,BOK0139_PANGTHONG,Pha-Oudom,5,0,0,0,0,,Cell,100.78439,20.11879
20230321,VTE,3G,VTE0322_BOUNKERT_SC,Naxaythong,6,0,0,0,0,,Cell,102.5422,18.03125
20230321,XYL,4G,XYL0140_NAKHEM,Phiang,3,0,0,0,0,,Cell,101.50816,18.969306
20230321,LPB,2G,LPB0179_BER7,Xiang-Ngeun,3,0,0,0,0,,Cell,102.11333,19.68189
20230321,XKH,2G,XKH0116_ELECTRIC_CAMP,Kham,4,0,0,0,0,,Cell,103.582629,19.61049
20230321,VTE,4G,VTE0562_CHIAMPANG,Hatxayfong,6,0,0,0,0,,Cell,102.639724,17.833257
20230321,XYL,2G,XYL0167_NANGUA,Ngeun,3,0,0,0,0,,Cell,101.12286,19.62098
20230321,BLK,2G,BLK0004_BANDON,PAKSAN,3,0,0,0,0,,Cell,103.883,18.307798
20230321,XYL,4G,XYL0089_HONGSA_CAMEN5,Hongsa,12,0,0,0,0,,Cell,101.27386,19.71781
20230321,UDX,3G,UDX0139_XAI_RAILWAY_STATION,XAY,2,0,0,0,0,,Cell,101.971219,20.679148
20230321,SVN,2G,SVN0170_DONGNOI,Outhoumphon,3,0,0,0,0,,Cell,105.09665,16.6061
20230321,CHP,2G,CHP0324_HOUAYTAKHOUN,Pathoumphon,3,0,0,0,0,,Cell,105.916,14.6879
20230321,HUP,2G,HUP0052_HINTANG,Houamuang,3,0,0,0,0,,Cell,103.88957,20.12879
20230321,KHM,3G,KHM0173_KONGLOR,kounkham,12,0,0,0,0,,Cell,104.73095,17.95944
20230321,KHM,3G,KHM0133_DONELUP,YOMMALAT,4,0,0,0,0,,Cell,104.39942,17.76952
20230321,VTE,4G,VTE0572_DONGKHAMXANG2,Hatxayfong,9,0,0,0,0,,Cell,102.6639,17.89784
20230321,VTP,4G,VTP0281_PHOUYAO,MEAD,2,0,0,0,0,,Cell,101.945132,18.834664
20230321,UDX,4G,UDX0030_LIC_COLLEGE,Xai,6,0,0,0,0,,Cell,101.98773,20.68505
20230321,VTE,3G,VTE0493_NUOL_KHANASUNGKHOM,Xaithani,6,0,0,0,0,,Cell,102.63764,18.04122
20230321,KHM,3G,KHM0136_BANPHONG,MAHAXAI,8,0,0,0,0,,Cell,105.18434,17.56305
20230321,VTE,4G,VTE0468_NONBORKEO2,XAITHANY,12,0,0,0,0,,Cell,102.629317,18.123934
20230321,SVN,4G,SVN0222_KAENGLUANG,KAISONE,2,0,0,0,0,,Cell,105.521492,16.70248
20230321,UDX,3G,UDX0141_NAMORNEUA_AMT,Namo,12,0,0,0,0,,Cell,101.732845,20.953376
20230321,KHM,4G,KHM0066_NAYOR,Mahaxai,5,0,0,0,0,,Cell,104.917,17.4806
20230321,PSL,4G,PSL0007_PHOUFAR,Phongsali,3,0,0,0,0,,Cell,102.10826,21.68912
20230321,UDX,3G,UDX0025_HUANAMBARK,Xai,8,0,0,0,0,,Cell,102.17276,20.67663
20230321,VTE,4G,VTE0403_DONGDOK_MK,XAITHANY,4,0,0,0,0,,Cell,102.63764,18.04533
20230321,CHP,4G,CHP0139_HATSAIKHOUNE,Khong,3,0,0,0,0,,Cell,105.87545,14.127302
20230321,BLK,2G,BLK0189_PHAPHONG,Thaphabat,3,0,0,0,0,,Cell,103.2373,18.3365
20230321,UDX,3G,UDX0020_DONEXAI2,XAY,6,0,0,0,0,,Cell,101.997277,20.673853
20230321,KHM,2G,KHM0113_BANSOM,Xebangfai,3,0,0,0,0,,Cell,105.60738,17.48999
20230321,KHM,3G,KHM0167_NASANAM,Kounkham,6,0,0,0,0,,Cell,104.547404,18.182881
20230321,KHM,3G,KHM0112_YANGYAI,Xebangfai,12,0,0,0,0,,Cell,104.966258,17.200955
20230321,HUP,3G,HUP0018_PHONEKHAME,XAMNUEA,5,0,0,0,0,,Cell,104.08228,20.41415
20230321,XYL,2G,XYL0037_NAMTHEO,Xaiyabouly,3,0,0,0,0,,Cell,101.58376,19.50958
20230321,KHM,4G,KHM0138_POUNGBONE,YOMMALAT,3,0,0,0,0,,Cell,104.69611,17.606632
20230321,BLK,4G,BLK0020_NA_OI_NOU,Pakxan,3,0,0,0,0,,Cell,103.8305,18.419275
20230321,VTE,3G,VTE0382_SEANDIN,Naxaythong,6,0,0,0,0,,Cell,102.53933,18.23101
20230321,PSL,3G,PSL0044_PHOTHONG,BOUNTAI,6,0,0,0,0,,Cell,102.0946,21.6784
20230321,XSB,2G,XSB0038_LONGCHENG,Longcheng,4,0,0,0,0,,Cell,102.94201,19.08469
20230321,VTP,2G,VTP0283_DONEHIENG,Muen,2,0,0,0,0,,Cell,101.7928,18.0772
20230321,HUP,2G,HUP0031_DONEKHOUN,Viengxai,3,0,0,0,0,,Cell,104.5294,20.2702
20230321,VTE,4G,VTE0696_NAFAY,Pak-Ngum,6,0,0,0,0,,Cell,102.9206,18.04873
20230321,VTE,2G,VTE0647_HOUYKALUCK,sangthong,3,0,0,0,0,,Cell,102.25745,18.344918
20230321,SVN,4G,SVN0173_HUAYXAIY,KAISONE,6,0,0,0,0,,Cell,105.171422,16.352109
20230321,VTP,4G,VTP0030_SEANSAARD,Phonhong,4,0,0,0,0,,Cell,102.4082,18.5417
20230321,UDX,4G,UDX0159_CHOM_ONG,Xai,3,0,0,0,0,,Cell,101.782021,20.70656
20230321,PSL,4G,PSL0060_SOPHOUN,Mai,3,0,0,0,0,,Cell,102.806604,21.180979
20230321,CHP,3G,CHP0233_YONGNUE,Xanasomboun,6,0,0,0,0,,Cell,105.7013656,15.2022341
20230321,KHM,2G,KHM0068_BANPHIN,Thakhek,2,0,0,0,0,,Cell,104.963,17.4564
20230321,SVN,4G,SVN0375_SAKUENEAU,CHAMPHONE,3,0,0,0,0,,Cell,105.88192,16.843973
20230321,SVN,4G,SVN0097_BANNA,Outhoumphon,6,0,0,0,0,,Cell,105.149303,16.702686
20230321,KHM,2G,KHM0101_HADXIENGDEE,XEBANGFAI,3,0,0,0,0,,Cell,104.806,17.0432
20230321,XSB,2G,XSB0007_THONGKHOUN,Anouvong,2,0,0,0,0,,Cell,103.002625,18.868348
20230321,XYL,2G,XYL0070_MEUANGVA,Paklai,3,0,0,0,0,,Cell,101.31774,18.28047
20230321,KHM,4G,KHM0088_NACHAMPA,XAIBOUATHONG,13,0,0,0,0,,Cell,104.89643,17.17566
20230321,XSB,3G,XSB0065_PHOUSANGKARDARMY414,ANOUVONG,9,0,0,0,0,,Cell,103.132719,18.833844
20230321,BLK,3G,BLK0019_NAMOUANG,Pakxan,6,0,0,0,0,,Cell,103.879664,18.378512
20230321,VTE,4G,VTE0258_DONEPAMAI,Sisattanak,7,0,0,0,0,,Cell,102.625,17.9274
20230321,KHM,3G,KHM0041_PHOSITHA,Thakhek,4,0,0,0,0,,Cell,104.81367,17.42542
20230321,KHM,4G,KHM0094_PHONNONGBOK,Nongbok,9,0,0,0,0,,Cell,104.8,17.0924
20230321,BOK,3G,BOK0112_XIENGCHAI,Tonpheung,8,0,0,0,0,,Cell,100.25314,20.39496
20230321,KHM,3G,KHM0087_NONSILA,Thakhek,10,0,0,0,0,,Cell,104.86637,17.18764
20230321,XKG,4G,XKG0058_KALEUMMAI,Karum,3,0,0,0,0,,Cell,106.9004181,15.7749382
20230321,VTE,4G,VTE0098_NONGBUATHONGTAI,Sikhottabong,10,0,0,0,0,,Cell,102.600334,17.987156
20230321,SVN,4G,SVN0288_BOUNGNADI,Xaiphouthong,2,0,0,0,0,,Cell,104.901903,16.365708
20230321,XYL,4G,XYL0020_HADHOM,Xaiyabouly,7,0,0,0,0,,Cell,101.82499,19.33141
20230321,BLK,3G,BLK0033_PHOSY,Pakxan,6,0,0,0,0,,Cell,103.658071,18.39097
20230321,XYL,3G,XYL0043_NOLSAVANH,Xaiyabouly,8,0,0,0,0,,Cell,101.68559,19.22795
20230321,SLV,4G,SLV0030_ONNOY,Laongam,9,0,0,0,0,,Cell,106.14377,15.38335
20230321,SVN,4G,SVN0066_SAIYNGERN_HOTEL,Kaisone,3,0,0,0,0,,Cell,104.778375,16.601929
20230321,VTE,4G,VTE0494_NUOL_SETTHASAT,Xaithani,6,0,0,0,0,,Cell,102.63439,18.03673
20230321,KHM,4G,KHM0132_KAWAHINBOON,YOMMALAT,6,0,0,0,0,,Cell,104.44041,17.70446
20230321,BOK,3G,BOK0053_DONEKEO,Tonpheung,3,0,0,0,0,,Cell,100.19299,20.33992
20230321,SVN,3G,SVN0052_NONSAVARD1,Kaisone,6,0,0,0,0,,Cell,104.774618,16.567701
20230321,VTE,3G,VTE0273_INPENG_HOTEL,Sisattanak,6,0,0,0,0,,Cell,102.65141,17.92565
20230321,LNT,4G,LNT0034_BORTEN,LOUANGNAMTHA,9,0,0,0,0,,Cell,101.6746,21.18495
20230321,CHP,3G,CHP0011_PHONEBOK,Pakxe,4,0,0,0,0,,Cell,105.80186,15.11996
20230321,XSB,4G,XSB0060_VIENGTHONG,Thathom,3,0,0,0,0,,Cell,103.355912,19.066735
20230321,SVN,3G,SVN0168_DONGKHANKHOU,Champhon,6,0,0,0,0,,Cell,105.094361,16.533971
20230321,KHM,3G,KHM0109_TANTHENG,XEBANGFAI,4,0,0,0,0,,Cell,104.798813,16.978682
20230321,LPB,4G,LPB0054_NADEUAY,Louangphrabang,6,0,0,0,0,,Cell,102.112438,19.85642
20230321,BLK,4G,BLK0082_PHONMENT,Khamkeut,6,0,0,0,0,,Cell,104.982023,18.211454
20230321,HUP,2G,HUP0044_M_ADD,Et,3,0,0,0,0,,Cell,104.00953,20.81855
20230321,KHM,2G,KHM0163_KHOUNGNERN,Kounkham,2,0,0,0,0,,Cell,104.4653,18.14536
20230321,XYL,2G,XYL0040_NATAK,Xaiyabouly,3,0,0,0,0,,Cell,101.686164,19.319729
20230321,XSB,4G,XSB0021_HUAYKHAE,Longxan,2,0,0,0,0,,Cell,103.03098,18.475835
20230321,VTE,4G,VTE0601_NONGHAI3,Hatxayfong,9,0,0,0,0,,Cell,102.64195,17.90389
20230321,SVN,3G,SVN0203_SAPHANGKEO,KAISONE,6,0,0,0,0,,Cell,105.216853,16.704524
20230321,BLK,4G,BLK0045_SUANSAVAN,PAKSAN,3,0,0,0,0,,Cell,103.675971,18.412419
20230321,VTE,2G,VTE0348_NAMHOUM,Naxaythong,2,0,0,0,0,,Cell,102.46906,18.16255
20230321,VTE,2G,VTE0100_NONGDA2,Sikhottabong,2,0,0,0,0,,Cell,102.49461,17.97656
20230321,HUP,2G,HUP0062_PHOU_PHAMAI,Koune,3,0,0,0,0,,Cell,104.58367,19.84637
20230321,KHM,3G,KHM0008_PHONSANAM,Thakhek,6,0,0,0,0,,Cell,104.81,17.4033
20230321,SLV,3G,SLV0086_KEDPHERNG,Laongam,6,0,0,0,0,,Cell,106.123033,15.563713
20230321,KHM,4G,KHM0044_DONGMUAGKHAI,Thakhek,12,0,0,0,0,,Cell,104.845306,17.421793
20230321,SVN,4G,SVN0028_KM4_STADIUM,Kaisone,9,0,0,0,0,,Cell,104.76588,16.58636
20230321,SLV,3G,SLV0038_HORKHONG,Laongam,1,0,0,0,0,,Cell,106.12817,15.42148
20230321,VTP,2G,VTP0178_SAENCHALEUN,xanakham,2,0,0,0,0,,Cell,101.7525,18.3224
20230321,VTE,2G,VTE0582_HADXAYKHAO,Hatxayfong,2,0,0,0,0,,Cell,102.635,17.9131
20230321,ATP,2G,ATP0024_HOUAYHOR,Xaisettha,2,0,0,0,0,,Cell,106.827718,15.081029
20230321,KHM,4G,KHM0089_PONGKEW,XAIBOUATHONG,3,0,0,0,0,,Cell,104.929505,17.164777
20230321,VTP,3G,VTP0191_NAMAI,Fuang,8,0,0,0,0,,Cell,102.1258,18.7703
20230321,VTE,4G,VTE0591_KM7_LAMNAO,Hatxayfong,13,0,0,0,0,,Cell,102.62985,17.90247
20230321,ATP,3G,ATP0027_AIRPORT,Xaisettha,6,0,0,0,0,,Cell,107.044968,14.782645
20230321,BOK,4G,BOK0102_GAOGUANLOU_BUILDING_A1,Tonpheung,16,0,0,0,0,,Cell,100.101082,20.33654
20230321,VTP,2G,VTP0194_NEWZONE_VILLAGE,XANAKHAM,2,0,0,0,0,,Cell,102.0946,18.7055
20230321,LNT,3G,LNT0052_LAKKHAMMAI,LOUANGNAMTHA,10,0,0,0,0,,Cell,101.35403,21.15129
20230321,BLK,4G,BLK0016_KOUAYOUDOM,PAKSAN,4,0,0,0,0,,Cell,103.582808,18.408744
20230321,SVN,2G,SVN0277_NAHEUANG,Xaibouri,3,0,0,0,0,,Cell,105.060265,16.990774
20230321,LNT,2G,LNT0052_LAKKHAMMAI,Louang-Namtha,2,0,0,0,0,,Cell,101.35403,21.15129
20230321,VTE,4G,VTE0687_HADVIENGKHAM,Pak-Ngum,6,0,0,0,0,,Cell,102.8387,18.16401
20230321,CHP,3G,CHP0034_STADIAM,Pakxe,6,0,0,0,0,,Cell,105.81677,15.1191
20230321,UDX,4G,UDX0025_HUANAMBARK,XAY,4,0,0,0,0,,Cell,102.17276,20.67663
20230321,SVN,3G,SVN0128_DONYAI,Songkhon,6,0,0,0,0,,Cell,105.528496,16.0268
20230321,VTE,3G,VTE0502_PHAKAO2,XAITHANY,6,0,0,0,0,,Cell,102.646248,18.02322
20230321,SVN,3G,SVN0007_BEUNGWA,Kaisone,6,0,0,0,0,,Cell,104.80782,16.57194
20230321,SLV,4G,SLV0056_MUANTHEA,Laongam,6,0,0,0,0,,Cell,106.2512,15.456065
20230321,VTE,3G,VTE0053_SISAWATH,Chanthabouri,6,0,0,0,0,,Cell,102.613,17.9761
20230321,LPB,2G,LPB0023_WATSAKAM,Louangphrabang,3,0,0,0,0,,Cell,102.1459,19.88285
20230321,CHP,3G,CHP0051_BOUNGOUDOM,Pakxe,6,0,0,0,0,,Cell,105.79155,15.11871
20230321,SLV,4G,SLV0080_XONPHAO_SCH,Saravan,5,0,0,0,0,,Cell,106.378826,15.730988
20230321,CHP,2G,CHP0135_BANHOUAY,Khong,3,0,0,0,0,,Cell,105.8364,14.0849
20230321,HUP,2G,HUP0078_PHIENGYUM,Xiangkho,3,0,0,0,0,,Cell,104.2119,20.75918
20230321,LPB,3G,LPB0200_NONGPHOU,Chomphet,6,0,0,0,0,,Cell,102.00901,19.87616
20230321,XKH,4G,XKH0105_DONECHAI,Phoukout,3,0,0,0,0,,Cell,103.25006,19.85338
20230321,CHP,4G,CHP0210_CHAMPASAK3_UV,Pakxe,8,0,0,0,0,,Cell,105.866,15.101
20230321,SVN,4G,SVN0053_PARKBOR,Kaisone,6,0,0,0,0,,Cell,104.754684,16.634529
20230321,VTE,3G,VTE0139_THONGPONG3_TEMPLE,Sikhottabong,6,0,0,0,0,,Cell,102.53504,17.99362
20230321,CHP,4G,CHP0022_PHOUMOUNG,Pakxe,6,0,0,0,0,,Cell,105.83447,15.10899
20230321,VTP,2G,VTP0182_BANTHA,Fuang,3,0,0,0,0,,Cell,102.1229,18.6804
20230321,SVN,3G,SVN0148_NONGKHORN,Songkhon,6,0,0,0,0,,Cell,105.439845,16.092205
20230321,VTP,3G,VTP0151_MEUANGKAO,Viengkham,6,0,0,0,0,,Cell,102.5368,18.4261
20230321,VTE,3G,VTE0716_PHONKHARM,NAXAYTHONG,4,0,0,0,0,,Cell,102.874066,18.147635
20230321,LNT,3G,LNT0052_LAKKHAMMAI,Louang-Namtha,10,0,0,0,0,,Cell,101.35403,21.15129
20230321,LNT,2G,LNT0052_LAKKHAMMAI,LOUANGNAMTHA,2,0,0,0,0,,Cell,101.35403,21.15129
20230321,KHM,4G,KHM0122_YANGKHAM,YOMMALAT,6,0,0,0,0,,Cell,105.48622,17.49031
20230321,HUP,3G,HUP0085_BANTAO,XAMTAI,6,0,0,0,0,,Cell,0,0
20230321,SLV,4G,SLV0038_HORKHONG,Laongam,7,0,0,0,0,,Cell,106.12817,15.42148
20230321,CHP,2G,CHP0337_KM19_BEERLAO,Bachiangchareunsouk,3,0,0,0,0,,Cell,105.90435,15.03814
20230321,CHP,4G,CHP0085_MAYXAISOMBOUN,PAKXONG,3,0,0,0,0,,Cell,106.12396,15.30633
20230321,LNT,4G,LNT0052_LAKKHAMMAI,Louang-Namtha,3,0,0,0,0,,Cell,101.35403,21.15129
20230321,LPB,3G,LPB0049_PAKPA,Louangphrabang,6,0,0,0,0,,Cell,102.280086,19.96031
20230321,SLV,3G,SLV0080_XONPHAO_SCH,Saravan,5,0,0,0,0,,Cell,106.378826,15.730988
20230321,BOK,4G,BOK0011_HOUYXAYNEUA,Houayxay,6,0,0,0,0,,Cell,100.41208,20.27638
20230321,VTP,4G,VTP0286_NAMHI,Muen,5,0,0,0,0,,Cell,101.8897,18.0413
20230321,BLK,3G,BLK0068_NAKADOK,KHAMKERT,6,0,0,0,0,,Cell,105.153,18.1536
20230321,VTP,3G,VTP0236_DK61,Kasi,2,0,0,0,0,,Cell,102.3147,19.1611
20230321,LPB,4G,LPB0235_BANKANG,Phonthong,4,0,0,0,0,,Cell,103.0435,20.76377
20230321,VTE,4G,VTE0734_SAPHANGKANONG_RW,Xaithani,4,0,0,0,0,,Cell,102.711203,18.033188
20230321,LNT,4G,LNT0051_KORMEE,Louang-Namtha,2,0,0,0,0,,Cell,101.500744,20.9885
20230321,LPB,2G,LPB0137_SOMSANOUK,Pak-Ou,3,0,0,0,0,,Cell,102.26747,20.07434
20230321,KHM,2G,KHM0158_PHONSAAD_HINBOUN,Hinboun,2,0,0,0,0,,Cell,104.396359,17.886784
20230321,SVN,2G,SVN0339_NAPHAKHAND,Vilabouri,3,0,0,0,0,,Cell,106.013383,17.031748
20230321,VTE,3G,VTE0220_PHONTHAN2,Xaisettha,6,0,0,0,0,,Cell,102.6386,17.95467
20230321,VTE,2G,VTE0559_BANHOM,Hatxayfong,3,0,0,0,0,,Cell,102.63648,17.83742
20230321,UDX,3G,UDX0140_PHANGSA_AMT,NAMOR,8,0,0,0,0,,Cell,101.787951,20.929918
20230321,SVN,4G,SVN0387_NONKHOUTAI,Outhoumphon,3,0,0,0,0,,Cell,105.318872,16.377461
20230321,SVN,4G,SVN0275_NADAENG,Xaibouri,10,0,0,0,0,,Cell,104.960861,17.008801
20230321,HUP,4G,HUP0045_NANGAIR,ADD,5,0,0,0,0,,Cell,103.9515,20.821
20230321,LNT,2G,LNT0069_NAMDAIY,Sing,3,0,0,0,0,,Cell,101.10954,21.15646
20230321,PSL,4G,PSL0006_PHONKEO,Phongsali,10,0,0,0,0,,Cell,102.0946,21.6784
20230321,CHP,3G,CHP0465_VERNXAINOI,Phonthong,6,0,0,0,0,,Cell,0,0
20230321,KHM,3G,KHM0059_KHAMDOKMAI,Thakhek,6,0,0,0,0,,Cell,104.975585,17.283342
20230321,VTE,3G,VTE0267_PHONSEENUAN,Sisattanak,9,0,0,0,0,,Cell,102.623794,17.964715
20230321,CHP,4G,CHP0280_DUETIA,Mounlapamok,3,0,0,0,0,,Cell,105.861703,14.294629
20230321,CHP,3G,CHP0130_XETKHOT,Pakxong,4,0,0,0,0,,Cell,106.30714,15.33967
20230321,VTE,3G,VTE0294_SAPHANTHONG_TEMPLE,Sisattanak,6,0,0,0,0,,Cell,102.63095,17.95491
20230321,BOK,3G,BOK0027_NAMTOY,Houayxay,6,0,0,0,0,,Cell,100.5051,20.2928
20230321,LPB,4G,LPB0069_PHOSI,Louangphrabang,6,0,0,0,0,,Cell,102.911911,19.93436
20230321,XKH,4G,XKH0122_PHOUKENG,Pek,4,0,0,0,0,,Cell,103.063364,19.467621
20230321,VTP,4G,VTP0171_NASAK,xanakham,5,0,0,0,0,,Cell,101.6913,18.0677
20230321,SVN,3G,SVN0005_AMAZON_CENTER,Kaisone,6,0,0,0,0,,Cell,104.756306,16.563393
20230321,LNT,4G,LNT0052_LAKKHAMMAI,LOUANGNAMTHA,3,0,0,0,0,,Cell,101.35403,21.15129
20230321,LNT,4G,LNT0051_KORMEE,LOUANGNAMTHA,2,0,0,0,0,,Cell,101.500744,20.9885
20230321,LNT,3G,LNT0009_NAMNGAEN,Louang-Namtha,6,0,0,0,0,,Cell,101.37896,20.97208
20230321,XYL,4G,XYL0178_NAMPHOU,Boten,2,0,0,0,0,,Cell,101.1316,17.85131
20230321,LPB,3G,LPB0161_PHONTHONG,Phonxai,4,0,0,0,0,,Cell,102.911987,19.93427
20230321,ATP,3G,ATP0018_KEANGXAI,SAMAKKHIXAI,3,0,0,0,0,,Cell,106.856,15.0337
20230321,KHM,2G,KHM0108_NAWANG,XEBANGFAI,3,0,0,0,0,,Cell,104.81022,16.963247
20230321,SVN,4G,SVN0308_NAMPA,VILABOURY,4,0,0,0,0,,Cell,106.084603,16.925517
20230321,LNT,3G,LNT0009_NAMNGAEN,LOUANGNAMTHA,6,0,0,0,0,,Cell,101.37896,20.97208
20230321,BLK,2G,BLK0095_BANDONE,Pakkading,3,0,0,0,0,,Cell,104.257166,17.934641
20230321,SVN,2G,SVN0307_NABOR,Xepon,3,0,0,0,0,,Cell,106.16029,16.71614
20230321,LPB,2G,LPB0143_HARDPANG,Pak-Ou,2,0,0,0,0,,Cell,102.3865,20.27103
20230321,VTE,2G,NULL,NULL,9,0,0,0,0,,Cell,0,0
20230321,KHM,2G,KHM0104_DONEKHIEW,Nongbok,3,0,0,0,0,,Cell,104.749458,17.021965
20230321,XKH,3G,XKH0087_KANGVIENG,Mok-Mai,10,0,0,0,0,,Cell,103.988245,19.930057
20230321,XYL,3G,XYL0090_HONGSA_CAMNEPC,Hongsa,6,0,0,0,0,,Cell,101.29136,19.6924
20230321,CHP,4G,CHP0108_NONCHANH,Pakxong,12,0,0,0,0,,Cell,106.32323,15.17518
20230321,VTE,3G,VTE0395_BUSSTATION_SOUTH,XAITHANY,8,0,0,0,0,,Cell,102.65848,18.02992
20230321,XKG,3G,XKG0003_MAIHUAMEUNG,LAMAM,9,0,0,0,0,,Cell,106.7347,15.35413
20230321,SVN,3G,SVN0133_LAHAKHOK,Songkhon,8,0,0,0,0,,Cell,105.209801,16.282952
20230321,BOK,3G,BOK0132_PARKTHA,Paktha,9,0,0,0,0,,Cell,100.59652,20.1134
20230321,ATP,3G,ATP0038_KHANMAKNAO,Sanamxai,3,0,0,0,0,,Cell,106.461,14.5625
20230321,VTE,4G,VTE0301_SOKPALUANG,Sisattanak,8,0,0,0,0,,Cell,102.62587,17.941879
20230321,VTE,4G,VTE0074_DONGNATONG,Sikhottabong,9,0,0,0,0,,Cell,102.55952,18.00149
20230321,VTE,3G,VTE0479_NONGPHAYA4,XAITHANY,6,0,0,0,0,,Cell,102.613823,18.04896
20230321,VTP,3G,VTP0197_PHONETHON,Fuang,8,0,0,0,0,,Cell,102.0597,18.6264
20230321,SVN,3G,SVN0370_PHOSIKEO,Phalanxai,8,0,0,0,0,,Cell,105.648965,16.631541
20230321,CHP,2G,CHP0335_HOUAYMAIRSANG,Pathoumphon,3,0,0,0,0,,Cell,105.90309,14.64341
20230321,LNT,4G,LNT0038_DANPHASI_RW,LOUANGNAMTHA,16,0,0,0,0,,Cell,101.669313,21.150243
20230321,VTE,4G,VTE0506_PHONHAIKHAM_FT,XAITHANY,8,0,0,0,0,,Cell,102.64138,18.1749
20230321,CHP,4G,CHP0355_THONGPAR,Pathoumphon,3,0,0,0,0,,Cell,106.05551,14.851752
20230321,VTE,3G,VTE0478_NONGPHAYA3,XAITHANY,8,0,0,0,0,,Cell,102.611752,18.038918
20230321,VTE,4G,VTE0279_MAHOSOD_WATERTHANK,Sisattanak,9,0,0,0,0,,Cell,102.61196,17.9604
20230321,SVN,2G,SVN0220_BEUNGTHALAY,Phalanxai,3,0,0,0,0,,Cell,105.54818,16.63151
20230321,VTP,4G,VTP0154_NAMOUANG,Viengkham,3,0,0,0,0,,Cell,102.4922,18.4589
20230321,SVN,3G,SVN0140_NAHOIYPANG,SONGKHON,6,0,0,0,0,,Cell,105.094162,16.186563
20230321,PSL,4G,PSL0008_GAIYTAI,Phongsali,6,0,0,0,0,,Cell,102.02894,21.85056
20230321,UDX,4G,UDX0090_DK20,Namo,11,0,0,0,0,,Cell,101.789669,20.878445
20230321,VTE,3G,VTE0725_BANNON,Pak-Ngum,4,0,0,0,0,,Cell,102.94489,18.21532
20230321,XKG,2G,XKG0025_HUAXE,Thateng,3,0,0,0,0,,Cell,106.40433,15.4332
20230321,BLK,2G,BLK0005_BANKUAY,PAKSAN,3,0,0,0,0,,Cell,103.60054,18.41485
20230321,VTP,4G,VTP0122_PHONKHAM,Vangvieng,10,0,0,0,0,,Cell,102.3638,18.9032
20230321,SVN,4G,SVN0221_BUAKHAM,Atsaphangthong,6,0,0,0,0,,Cell,105.452794,16.692404
20230321,HUP,3G,HUP0054_NAMNEUN,Houamuang,6,0,0,0,0,,Cell,103.783582,20.036065
20230321,HUP,4G,HUP0042_NAKHAM,ADD,7,0,0,0,0,,Cell,104.00567,20.78932
20230321,KHM,2G,KHM0086_PAKPENG,Thakhek,6,0,0,0,0,,Cell,104.817474,17.190817
20230321,LNT,3G,LNT0007_NAMHAR,LOUANGNAMTHA,6,0,0,0,0,,Cell,101.278903,20.825162
20230321,VTE,3G,VTE0303_SOUNMONE,Sisattanak,6,0,0,0,0,,Cell,102.621,17.9197
20230321,SVN,2G,SVN0003_AIRPORT,Kaisone,3,0,0,0,0,,Cell,104.764189,16.554448
20230321,LNT,4G,LNT0069_NAMDAIY,Sing,8,0,0,0,0,,Cell,101.10954,21.15646
20230321,VTE,3G,VTE0357_NAXAP2,Naxaythong,6,0,0,0,0,,Cell,102.53285,18.11453
20230321,VTP,4G,VTP0240_LONGMARKKHAY,Kasi,2,0,0,0,0,,Cell,102.4467,19.2888
20230321,SVN,4G,SVN0007_BEUNGWA,Kaisone,6,0,0,0,0,,Cell,104.80782,16.57194
20230321,KHM,3G,KHM0126_CHOUTXONG,Hinboun,6,0,0,0,0,,Cell,104.688,17.5847
20230321,VTE,4G,VTE0413_DONNOUN5,XAITHANY,9,0,0,0,0,,Cell,102.656439,18.06186
20230321,XYL,2G,XYL0175_M_BORTAEN,Boten,3,0,0,0,0,,Cell,101.17602,17.78271
20230321,VTE,3G,VTE0202_NAXAI2,Xaisettha,6,0,0,0,0,,Cell,102.632,17.9696
